epoch,loss,my_loss,val_loss,val_my_loss
0,0.02595248776022345,0.02543824965134263,0.013475207705050707,0.012961316015571355
1,0.011129098783712835,0.01061681215884164,0.008893111278302968,0.008382743457332253
2,0.009862493181135506,0.009353649483527989,0.008788293483667076,0.008281708136200905
3,0.008529393337666988,0.008025340538006276,0.008356705470941962,0.00785545699764043
4,0.00783151735085994,0.007333375185262412,0.008106267941184343,0.007611296488903463
5,0.007546946071088314,0.0070553586888127025,0.007446838286705315,0.006958722579292953
6,0.007689942270517349,0.0072056381346192215,0.006162698869593442,0.0056822756072506305
7,0.006973686750279739,0.0064974509296007454,0.006183094065636397,0.005711027584038675
8,0.006719187144190073,0.006251060476060956,0.006500257551670075,0.00603624377399683
9,0.006376934703439474,0.005917253741063178,0.005560602340847254,0.005105269467458129
10,0.005989599913591519,0.005539125391514972,0.006932273809798062,0.006486425502225756
11,0.006175763005157933,0.005734449439914897,0.005000770394690335,0.004564026254229248
12,0.006357213257579133,0.005925454469397664,0.008530804957263171,0.008103711646981537
13,0.005754912797128781,0.005332670721691102,0.005165271018631757,0.00474820100935176
14,0.005745119645725935,0.005333070495398715,0.0069431095151230695,0.006536219711415469
15,0.005815764116123319,0.005413643649080768,0.005955520097631961,0.0055586354108527304
16,0.005665290190372616,0.005273092435672879,0.00954301180317998,0.009155579085927457
17,0.0054794791468884795,0.005097044905414805,0.005393229133915156,0.005015708284918219
18,0.005472522750496864,0.0051000963686965405,0.005739162256941199,0.005372089589945972
19,0.005327977965353056,0.004965760342311114,0.005494528217241168,0.0051373510854318735
20,0.005043376138200983,0.004691453174455091,0.0049328177468851205,0.00458598582772538
21,0.00512709716334939,0.004785364294657484,0.005466665350832045,0.005130123521666974
22,0.004988869902445003,0.004656604574993253,0.005362752976361662,0.005035676120314747
23,0.004729057226795703,0.004407060410594568,0.005551542772445827,0.005234793457202613
24,0.005157441704068333,0.0048457014781888574,0.004536960483528673,0.004230226087383926
25,0.004995200429111719,0.004693109525833279,0.006818168004974723,0.006520745041780174
26,0.005310797041747719,0.005018006277969107,0.005421326868236065,0.005133272800594568
27,0.004609832803253084,0.004326154089067131,0.003815370937809348,0.0035364495357498526
28,0.004513703406555578,0.004239780543139204,0.004662522207945585,0.004393604607321322
29,0.0043977539683692154,0.004133319236570969,0.005116459040436894,0.004856253857724369
30,0.004946574392961338,0.004689815702149645,0.0042129545821808275,0.0039606935228221115
31,0.004447111852932721,0.0041992031206609685,0.004339523031376302,0.004095982701983303
32,0.004265908531378954,0.004026819205610082,0.004401996184606105,0.004167308891192078
33,0.00445164539036341,0.004220916199847125,0.004664859973127022,0.004438420501537621
34,0.004336879687034525,0.004114032404613681,0.005316083901561797,0.005097162525635213
35,0.004277829456841573,0.004062672432628461,0.0042797958827577535,0.004068645194638521
36,0.004234222068917006,0.0040265199780697,0.0029601503745652737,0.0027556987362913786
37,0.004063430732348934,0.0038630673562875016,0.0036690817214548588,0.0034726705285720526
38,0.004167521953349933,0.003974599596695043,0.003803558030631393,0.003614250256214291
